frame cylLigand relX relY relZ cyl20 cyl25 cyl30 cyl46 cyl6 distToBindingSiteCOM absX absY absZ
92 2.07208312237422e-01 5.70616609441420e+00 -1.01637620889878e-01 -2.04927493142360e+00 1.51421113713821e+01 6.47161998129921e+00 1.67137401455836e+01 2.18376193184491e+01 1.12191333021686e+01 6.06384279542136e+00 2.42879441007364e+01 -2.35541288273325e+00 9.00559184397160e+00 
93 3.21516431077758e-01 6.12943262589572e+00 1.68407304296451e-01 -2.01214613597802e+00 1.49791010194526e+01 6.81368124831342e+00 1.57885318708357e+01 2.20106798903223e+01 1.10504268662791e+01 6.45345158872882e+00 2.48341085826745e+01 -2.20253011631196e+00 9.28904441696061e+00 
94 3.90680083683922e-01 5.82479005251806e+00 -3.21636904652404e-01 -2.56597901366625e+00 1.55659363151970e+01 6.33688316000547e+00 1.60126488669979e+01 2.16628621428488e+01 1.11574161467375e+01 6.37305874387827e+00 2.46848414923752e+01 -2.70056895481217e+00 8.66274011918908e+00 
95 1.55731078820713e-01 5.72123631856641e+00 1.86354571956868e-01 -2.79037506614442e+00 1.50815008034613e+01 6.56729271433988e+00 1.59806273035017e+01 2.09151452974700e+01 1.09723963400521e+01 6.36816033475391e+00 2.48690553253721e+01 -1.75310487152377e+00 8.21598468876014e+00 
96 5.10841636479149e-01 6.07619921755515e+00 -3.75009332707265e-01 -2.54998625015396e+00 1.49020742227357e+01 6.47459171642065e+00 1.62817303969847e+01 2.14172809873507e+01 1.08413685295036e+01 6.60024687470171e+00 2.49576108195951e+01 -2.22645238846629e+00 7.88026674319887e+00 
97 5.82068121981506e-01 5.88642309115662e+00 -5.09632475365906e-01 -2.64345098606952e+00 1.50132455140358e+01 6.81391888748145e+00 1.63571660329352e+01 2.07718287637169e+01 1.11438865996891e+01 6.47283053878296e+00 2.48434611483682e+01 -2.24088549578330e+00 8.09016473904298e+00 
98 3.37601644103750e-01 5.98876596757138e+00 -2.25430222527168e-01 -2.21194341203550e+00 1.46029645914057e+01 6.80091637324762e+00 1.67401261368451e+01 2.10218925584551e+01 1.07149587585959e+01 6.38817894690005e+00 2.50324753178636e+01 -1.73818596977076e+00 8.25811336080577e+00 
99 4.62796876823477e-01 6.21815943373171e+00 -1.72925614682205e-01 -2.54081669481243e+00 1.45951680717942e+01 7.25846934719178e+00 1.72354030449322e+01 2.02446956579431e+01 1.05543140177053e+01 6.71946124984417e+00 2.54949902805139e+01 -1.55868682246404e+00 7.92056592266520e+00 
100 4.93302414913547e-01 6.08692843418936e+00 -3.48133456067915e-01 -2.23830234139193e+00 1.42604250459660e+01 6.84165055091883e+00 1.69887921340201e+01 2.03483854967407e+01 1.01177324518106e+01 6.49475881289347e+00 2.49954144242371e+01 -1.42836462312143e+00 8.43481485587505e+00 
101 1.09711381684722e-01 5.73547716108709e+00 3.76477753749815e-03 -2.15064961421018e+00 1.41864944430027e+01 7.02506109576975e+00 1.67080052042893e+01 2.05996929954074e+01 1.12919302894982e+01 6.12543926604484e+00 2.47327334766492e+01 -1.78659787920107e+00 7.94676340972466e+00 
102 4.23069162370124e-01 6.16072267882257e+00 -1.86641209111120e-01 -2.28499925128940e+00 1.42934926424159e+01 6.91398571497450e+00 1.69690597070489e+01 2.06744562037696e+01 1.11883904119166e+01 6.57347400121810e+00 2.51102099947371e+01 -1.83135948106319e+00 8.19516493514916e+00 
103 4.24665392861309e-01 6.07667295516571e+00 -2.72020319212873e-01 -2.17089962529172e+00 1.43875428268312e+01 6.82967758947043e+00 1.70075264899851e+01 1.94020718537390e+01 1.09837058519199e+01 6.45854120070460e+00 2.57840609873428e+01 -2.05440441446491e+00 8.30932244651383e+00 
104 6.55183687898395e-01 6.18949247102247e+00 -4.74492682661063e-01 -2.13303888372524e+00 1.45051524733714e+01 6.92430194949920e+00 1.64412739018350e+01 2.07888350194552e+01 1.10484536072211e+01 6.56390243942020e+00 2.55989052379660e+01 -2.55136781658052e+00 8.52226508116915e+00 
105 2.66476435479297e-01 5.75334495106573e+00 -1.87991591439112e-01 -2.19564663471005e+00 1.47152457281361e+01 6.99238644779009e+00 1.64215406381528e+01 2.09656816214738e+01 1.10510094111216e+01 6.16094011567381e+00 2.54959104540838e+01 -2.48071310257909e+00 8.47252454107547e+00 
106 3.27920907213739e-01 6.15133879653743e+00 8.15394650801143e-02 -2.20860249454825e+00 1.48993574638653e+01 7.10753843356902e+00 1.60216368326486e+01 2.03657821893067e+01 1.17065743439586e+01 6.53632485828824e+00 2.57817172999200e+01 -1.94561171098422e+00 8.64997996598801e+00 
107 5.16989543681415e-01 6.27610188504722e+00 -1.81100499123612e-01 -2.21806800317141e+00 1.43977168539423e+01 7.21258686039956e+00 1.67064874869295e+01 1.97906809396962e+01 1.11911222738418e+01 6.65898475212017e+00 2.57690263459869e+01 -1.86597913027615e+00 9.05323057278853e+00 
108 4.20482400054432e-01 6.10705980625313e+00 -2.41583338291943e-01 -2.24553728486118e+00 1.49776147757697e+01 7.40949384584664e+00 1.62956377008823e+01 2.04062018574262e+01 1.14762494468862e+01 6.51129631365326e+00 2.59303731039054e+01 -2.41500467249541e+00 8.71381791848606e+00 
109 6.49445564869111e-01 5.92151730267500e+00 -5.72988632978770e-01 -2.17533171591945e+00 1.43597969524534e+01 7.30805834024964e+00 1.63934601546457e+01 2.03030765765202e+01 1.08929554879315e+01 6.33441009200442e+00 2.51228675946278e+01 -2.58669716677604e+00 8.34592184146767e+00 
110 5.39077040336209e-01 6.36261646702579e+00 8.02585654452907e-02 -2.10126980381660e+00 1.50600657002354e+01 7.18513973889456e+00 1.64532069425403e+01 2.00613868404829e+01 1.14506719007523e+01 6.70109427871498e+00 2.63535240817519e+01 -1.75174260250684e+00 8.70506138560095e+00 
111 1.48449493919792e-01 5.85720977246221e+00 2.13649299619634e-01 -2.55702892135509e+00 1.54506765384149e+01 6.37395553374910e+00 1.61210968837533e+01 2.07852140232818e+01 1.21860291693761e+01 6.39460313440178e+00 2.52618832130357e+01 -1.81921812620086e+00 7.92859567838424e+00 
112 4.84083554490259e-01 6.14762956815542e+00 -2.90650148195919e-01 -2.31677280082144e+00 1.51399809718318e+01 7.11505694022590e+00 1.66920602103785e+01 2.00999766679547e+01 1.13315199749607e+01 6.57611306369736e+00 2.54603055920793e+01 -2.00991176341565e+00 7.90449680411613e+00 
113 1.77279669153611e-01 5.82538921043408e+00 -1.08229664292027e-01 -1.95956987546836e+00 1.46124446150154e+01 6.86078459181930e+00 1.66354917615814e+01 1.98161516357935e+01 1.07888800916319e+01 6.14709583544275e+00 2.55085944031664e+01 -1.67771234150666e+00 8.10083047442294e+00 
114 4.79204002813708e-01 6.07933454602541e+00 -3.36254690571957e-01 -2.26586288002075e+00 1.45015960285399e+01 7.32040955355532e+00 1.70066995039702e+01 1.94742842316232e+01 1.09140566954982e+01 6.49657681633070e+00 2.60096633024031e+01 -1.70802167477736e+00 7.78644878659398e+00 
115 5.78463281839748e-01 6.18284934793027e+00 -3.84389837439002e-01 -1.96656925708395e+00 1.44062076894817e+01 7.39110948635518e+00 1.74822363854068e+01 2.05411906092650e+01 1.08817836740684e+01 6.49944430311053e+00 2.59979311410758e+01 -1.44570410314451e+00 8.19649454718686e+00 
116 4.03053194660907e-01 6.20807499828045e+00 -5.20948337910540e-02 -2.22147400009321e+00 1.45536162710272e+01 6.94473719134197e+00 1.74309642658891e+01 2.10946723253321e+01 1.13999431714065e+01 6.59377401713712e+00 2.60568203329921e+01 -1.63822153403694e+00 7.82728322781883e+00 
117 5.64189057771981e-01 6.25572743161075e+00 -2.93758262915415e-01 -2.74861804240174e+00 1.45566495427962e+01 7.33132244228176e+00 1.73573873344199e+01 2.06159915729281e+01 1.13382396632888e+01 6.83924855219158e+00 2.57987249085229e+01 -2.07150491285927e+00 7.22486993045647e+00 
118 8.16407705001147e-01 6.47424900428831e+00 -4.24162751081178e-01 -2.12415193310201e+00 1.42380100147996e+01 7.71227091323281e+00 1.74682507254088e+01 2.12375941616283e+01 1.13447456540256e+01 6.82699316272060e+00 2.61246124420620e+01 -2.15580300391703e+00 7.64648451402993e+00 
119 8.92717425192950e-01 6.31913134527941e+00 -6.73554401490702e-01 -2.20586318613309e+00 1.41497272719481e+01 7.31662959759101e+00 1.71565021957995e+01 2.09303071747663e+01 1.08133282097197e+01 6.72688106677957e+00 2.60487172630251e+01 -2.81479151493314e+00 7.53111539136509e+00 
120 3.18619478331407e-01 6.04040547725504e+00 -1.64492397599970e-01 -2.35891921241604e+00 1.43330828170053e+01 7.56171390015096e+00 1.72120938518220e+01 2.13043334583380e+01 1.12907611760210e+01 6.48676004868581e+00 2.56616099299248e+01 -2.17781847498458e+00 7.13361633874706e+00 
121 3.74714387393333e-01 6.10773273246418e+00 -1.75317550634323e-01 -1.87927406104690e+00 1.41866531940517e+01 7.53053392262014e+00 1.71514988441983e+01 2.17707918032672e+01 1.09875264790371e+01 6.39271510168398e+00 2.54650846357555e+01 -2.37597993953446e+00 8.15406008585818e+00 
122 4.98375352664673e-01 6.30926591430668e+00 -4.30349568544575e-02 -2.17479480976567e+00 1.44245305312396e+01 7.88405329370432e+00 1.75185758046280e+01 2.11746207380210e+01 1.07531509552936e+01 6.67371117516538e+00 2.59776563041916e+01 -2.34467967495716e+00 8.23314161900710e+00 
123 2.52246077403822e-01 6.06927401576249e+00 1.26486662941939e-01 -2.14909082219652e+00 1.43008092696614e+01 7.32456120709448e+00 1.68905765093679e+01 2.17845436141620e+01 1.11851631395173e+01 6.43977307957052e+00 2.59837876536205e+01 -2.19597669394431e+00 7.81220018616366e+00 
124 4.54244852473928e-01 6.27706117683018e+00 9.66505717456545e-02 -2.83821273539485e+00 1.44759267634111e+01 7.74903742193705e+00 1.74884117613249e+01 2.13825285819572e+01 1.13406318104324e+01 6.88957835299410e+00 2.63994663927752e+01 -1.81364051772198e+00 7.25920834811039e+00 
125 5.27550776521804e-01 6.07313781792182e+00 -3.95790387120084e-01 -2.85495704663285e+00 1.43183271966338e+01 7.36478810805595e+00 1.73589868329814e+01 2.25357915679360e+01 1.14302740586410e+01 6.72238296470287e+00 2.59278319920787e+01 -2.67637684482122e+00 7.59644591916754e+00 
126 3.61876451203114e-01 6.18092622514723e+00 1.14858863056251e-02 -2.60525663412110e+00 1.45696365731387e+01 7.60373261073266e+00 1.77584584716533e+01 2.11583511937113e+01 1.12695098211249e+01 6.70755865094962e+00 2.62529146855230e+01 -2.33279273696325e+00 7.66014695333735e+00 
127 3.24373739465797e-01 6.12543672809001e+00 -4.98987867734204e-02 -2.89996654268554e+00 1.39957148526359e+01 7.31886467972931e+00 1.88140832558418e+01 2.12020313779129e+01 1.11164278293264e+01 6.77740886677579e+00 2.61412501018760e+01 -1.66280560650000e+00 7.20815964511852e+00 
128 7.29246748278308e-01 6.06160393423003e+00 -6.20292686835784e-01 -1.42724768436099e+00 1.40979293053360e+01 7.64589837921639e+00 1.86700901344010e+01 2.08386289975403e+01 1.07028642913248e+01 6.25818194249166e+00 2.58353768863231e+01 -2.11422224531173e+00 8.63853214450424e+00 
129 6.22470859444926e-01 6.29026168318960e+00 -3.42964823682808e-01 -1.30136337422671e+00 1.44685099132582e+01 7.48180161488643e+00 1.83757282527959e+01 2.19526552528577e+01 1.13097467116794e+01 6.43261716139440e+00 2.57786380681296e+01 -2.14301517272975e+00 8.24592702056072e+00 
130 9.34648956242990e-01 6.50084484858743e+00 -5.75151081330090e-01 -1.50801738962484e+00 1.36485418152262e+01 8.26637205709301e+00 1.84358776631075e+01 2.28983577478404e+01 1.10754762497587e+01 6.69820117338767e+00 2.59604399101666e+01 -2.36313183772980e+00 7.98230838774160e+00 
131 1.09794785483550e+00 6.51916262071822e+00 -7.80523194976257e-01 -1.59645564648485e+00 1.37653606984319e+01 7.67707950829924e+00 1.77257631100596e+01 2.25371575176047e+01 1.03792502493883e+01 6.75702363207787e+00 2.64883440391046e+01 -2.46004314169081e+00 8.14315295528748e+00 
132 1.36897316939451e+00 6.76926393198689e+00 -9.20864241380767e-01 -7.86985141263537e-01 1.40652868186710e+01 8.03898142905738e+00 1.78493067735537e+01 2.22568860033275e+01 1.03054912584425e+01 6.87679218418893e+00 2.69241622941147e+01 -2.73059429640766e+00 8.99645909348872e+00 
133 1.42587884095238e+00 6.91240315297266e+00 -8.51697523907661e-01 -1.16463893662973e+00 1.48044107455760e+01 7.77742637868766e+00 1.74366023514989e+01 2.21492402450547e+01 1.03862033980242e+01 7.06138016779800e+00 2.74400325432655e+01 -2.54175285002182e+00 8.25702610517660e+00 
134 9.04915414081348e-01 6.44140097550035e+00 -5.92217285294943e-01 -1.69629540521661e+00 1.49587174977410e+01 7.79523418555232e+00 1.79371301096628e+01 2.25090134482336e+01 1.07394345659413e+01 6.68728539408465e+00 2.68312562021279e+01 -2.71443523629644e+00 7.95040206323738e+00 
135 1.05695823640487e+00 6.60941299232641e+00 -6.37886244466731e-01 -1.49185398946922e+00 1.46690549148499e+01 7.77809923848158e+00 1.70316170600590e+01 2.20487372111358e+01 1.08129863880284e+01 6.80564965965103e+00 2.70100682194928e+01 -2.33027736490897e+00 8.06734565094444e+00 
136 8.10793514664938e-01 6.25136561659818e+00 -6.19762304654116e-01 -2.01786296168834e+00 1.43392021591180e+01 7.50082529164488e+00 1.72692769610636e+01 2.23527639558833e+01 1.00380939579145e+01 6.59813976199426e+00 2.68885298967266e+01 -2.63524300437263e+00 7.68083223955067e+00 
137 8.94581331529788e-01 6.57085068961483e+00 -4.22869092979275e-01 -1.48314695758275e+00 1.45049011784697e+01 7.50718299714751e+00 1.70165092928779e+01 2.24107955969694e+01 1.05572082311485e+01 6.74941641572038e+00 2.68222894403120e+01 -2.21610113158006e+00 8.12046586130048e+00 
138 6.18173916260883e-01 5.96799203883719e+00 -5.32045930347788e-01 -2.30847727986483e+00 1.45094542719172e+01 7.14698799438560e+00 1.74789104951144e+01 2.15417545229319e+01 1.02767628102737e+01 6.42098662195118e+00 2.62415544169441e+01 -2.05077673097115e+00 7.41229891702924e+00 
139 3.06912954853421e-01 5.92957429319120e+00 -2.19015590667530e-01 -2.75716790192584e+00 1.42899853967487e+01 7.01666435704396e+00 1.72546199752681e+01 2.16423545328196e+01 1.05247551864899e+01 6.54291937645876e+00 2.64105123210637e+01 -1.64366488499006e+00 7.36967563123378e+00 
140 1.05044531891614e+00 6.59369928438210e+00 -6.45429546770847e-01 -2.46110532979232e+00 1.45149208187489e+01 7.98839477124763e+00 1.69861443432748e+01 2.26003887310653e+01 1.08541581219041e+01 7.06756598816297e+00 2.71392515357039e+01 -2.42884877151291e+00 7.31740030698871e+00 
141 4.82864980103988e-01 6.26034686674256e+00 -1.37016221979240e-01 -2.56617766457202e+00 1.46878279404570e+01 6.82899646956092e+00 1.68095260547554e+01 2.10129063482114e+01 1.06677877461655e+01 6.76727302117826e+00 2.69777818242234e+01 -1.93949000796008e+00 7.25430944245729e+00 
142 8.51104381392369e-01 6.56147627125635e+00 -3.55222679725823e-01 -2.60696965729036e+00 1.47541887951972e+01 7.01855635197959e+00 1.70526289050712e+01 2.07184798112364e+01 1.10637199694664e+01 7.06933128410915e+00 2.70828181376040e+01 -2.03270154842109e+00 7.48310160687202e+00 
143 4.64895851422603e-01 6.28815603461739e+00 4.98581813911411e-02 -2.95492370509530e+00 1.49270302051977e+01 7.17827402015242e+00 1.65985684673221e+01 2.10384687024437e+01 1.13729518639589e+01 6.94801887280690e+00 2.72999975420528e+01 -2.01430819974201e+00 7.48401787213810e+00 
144 5.39719584744745e-01 6.01109582509990e+00 -4.37084532601686e-01 -2.11984600218856e+00 1.47188110235977e+01 6.90745748582659e+00 1.73444126843694e+01 2.06280261128140e+01 1.11772722601336e+01 6.38890154722765e+00 2.67101418652137e+01 -2.35074206156816e+00 8.27487035080817e+00 
145 2.68931653230191e-01 5.70683352554229e+00 -1.73191228026814e-01 -2.93870206466412e+00 1.49944717435784e+01 6.65027497864376e+00 1.74059452455343e+01 2.14257338929622e+01 1.11214682027505e+01 6.42136386716872e+00 2.59690125651777e+01 -2.27931706788512e+00 7.44730604125186e+00 
146 8.39099110390382e-01 5.93976454567372e+00 -7.61985635316078e-01 -2.83990262593231e+00 1.49331833307931e+01 7.12703332296435e+00 1.70712838946023e+01 2.21676928279712e+01 1.10835078759964e+01 6.62770487357787e+00 2.65143587070348e+01 -2.76791366918129e+00 7.00011440537879e+00 
147 4.68625088094841e-01 5.89946777077970e+00 -3.93410701771766e-01 -2.62570599606710e+00 1.50170191085325e+01 7.04920235864537e+00 1.72586425298525e+01 2.23062461901481e+01 1.15712448947870e+01 6.46937585370642e+00 2.60316978725707e+01 -2.26810992645663e+00 7.41369461097270e+00 
148 8.53584704686722e-01 6.49725897562442e+00 -4.55235176398885e-01 -2.65064936787316e+00 1.44417708853328e+01 7.27407253121933e+00 1.73517978127660e+01 2.31318784163097e+01 1.16162020949715e+01 7.03189557186179e+00 2.64638449475830e+01 -2.43851558741549e+00 7.43407108165971e+00 
149 2.19804270775949e-01 6.04283322972408e+00 8.56343329275562e-02 -2.73671483369447e+00 1.49288559930612e+01 6.88145702670194e+00 1.65169256706117e+01 2.35221612391337e+01 1.19737383771304e+01 6.63421244475912e+00 2.58864467995967e+01 -1.89954555108837e+00 7.16170690681353e+00 
150 8.49127575031760e-01 6.49266106776579e+00 -4.53882979148527e-01 -2.70466743258218e+00 1.48666868868905e+01 7.30862108600788e+00 1.74170987209110e+01 2.31110822080054e+01 1.19879581927760e+01 7.04811204653509e+00 2.65282562923527e+01 -2.09393133736088e+00 7.31366459606737e+00 
151 5.45224501112483e-01 5.74906337277805e+00 -4.71056305443878e-01 -2.58419885374576e+00 1.47462267812496e+01 7.19657141958464e+00 1.71188693636420e+01 2.38508685540273e+01 1.15990489768016e+01 6.32073630385080e+00 2.59035482182350e+01 -1.84387860747157e+00 7.63969218496407e+00 
152 4.97062132284137e-01 5.91647771477412e+00 -4.19276926831800e-01 -2.66277424800970e+00 1.51081266490805e+01 7.28424250129823e+00 1.73713555800007e+01 2.38516344613866e+01 1.14579439334331e+01 6.50160506234084e+00 2.63501699406594e+01 -2.07477821314105e+00 7.28881910957874e+00 
153 4.24701864912084e-01 6.05176890315975e+00 -2.89198946567900e-01 -2.16424137508319e+00 1.46167317937096e+01 7.29788857846031e+00 1.74151465656936e+01 2.32940823752586e+01 1.09837773526552e+01 6.43362134552301e+00 2.59644473469120e+01 -1.93130117399766e+00 7.46726905078938e+00 
154 2.51731246304043e-01 6.04421549615110e+00 -5.22935025982807e-02 -3.05065046324530e+00 1.47981312289033e+01 6.67632726024027e+00 1.68333962457909e+01 2.24471719666067e+01 1.11044508682553e+01 6.77065313121458e+00 2.61541569284882e+01 -1.72444121578004e+00 6.56222557352635e+00 
155 2.69398480914960e-01 5.70767379719678e+00 -1.74111993257214e-01 -3.64394453027274e+00 1.48057129172327e+01 7.38626500607649e+00 1.71926804712604e+01 2.36811697081084e+01 1.20058118537412e+01 6.77393437384120e+00 2.55082445754342e+01 -1.68708819230443e+00 6.17284722603960e+00 
156 4.56454107904103e-01 5.93365485552467e+00 -3.73960312223042e-01 -2.07377508411936e+00 1.40465090360147e+01 7.31280730424944e+00 1.68826549731681e+01 2.33294479648968e+01 1.11485226175962e+01 6.29671734788245e+00 2.57913732291535e+01 -2.19313751430132e+00 7.48092210802050e+00 
157 3.27560154434415e-01 5.92876470034052e+00 -2.41196835207207e-01 -2.45619485715969e+00 1.50447520270480e+01 7.00978362446319e+00 1.67242607448104e+01 2.32631601789807e+01 1.24427858995763e+01 6.42194051371200e+00 2.55117341114015e+01 -1.78003257273139e+00 7.45791631704505e+00 
158 4.62228395415829e-01 6.06056799290951e+00 -3.27856266574863e-01 -2.34638971277512e+00 1.48255574124330e+01 7.30488721532441e+00 1.61428534325623e+01 2.25525054058524e+01 1.13197255953056e+01 6.50718977842421e+00 2.57152751379523e+01 -2.20233093516256e+00 7.04280793334258e+00 
159 7.65620633277199e-01 6.24343384018061e+00 -5.71240933015955e-01 -1.63312310489181e+00 1.49598994399925e+01 7.43290694423793e+00 1.68083853442725e+01 2.22452185874339e+01 1.12042195832994e+01 6.47872467357557e+00 2.64778955389531e+01 -2.20564881560629e+00 7.70429670621432e+00 
160 1.68036844576553e-01 5.93728388129561e+00 -5.47531257140227e-02 -2.19549653437778e+00 1.49963375114510e+01 6.99666712129828e+00 1.67290828264247e+01 2.22463046633500e+01 1.17079891724198e+01 6.33044570503001e+00 2.61421057655628e+01 -1.56350592082088e+00 7.62556470298237e+00 
